,album_name,track_name,artist,featuring,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyric,negative_emotion,positive_emotion,friends,children,speaking,optimism,family,love,pain,violence,hate
101,Red,Begin Again,Taylor Swift,,0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.232,0.323,79.025,4,237613,False,G,major,G major,"[""took a deep breath in the mirror he didn't like it when i wore high heels but i do turn the lock and put my headphones on he always said he didn't get this song but i do i do walked in expecting you'd be late but you got here early and you stand and wave i walk to you you pull my chair out and help me in and you don't know how nice that is but i do   and you throw your head back laughing like a little kid i think it's strange that you think i'm funny 'cause he never did i've been spending the last eight months thinking all love ever does is break and burn and end but on a wednesday in a café i watched it begin again   you said you never met one girl who had as many james taylor records as you but i do we tell stories and you don't know why i'm coming off a little shy but i do   but you throw your head back laughing like a little kid i think it's strange that you think i'm funny 'cause he never did i've been spending the last eight months thinking all love ever does is break and burn and end but on a wednesday in a café i watched it begin again   and we walked down the block to my car and i almost brought him up but you start to talk about the movies that your family watches every single christmas and i want to talk about that and for the first time what's past is past   'cause you throw your head back laughing like a little kid i think it's strange that you think i'm funny 'cause he never did i've been spending the last eight months thinking all love ever does is break and burn and end but on a wednesday in a café i watched it begin again   but on a wednesday in a café i watched it begin again""]",6.0,4.0,6.0,9.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0
102,Red,The Moment I Knew,Taylor Swift,,0.62,0.506,7,-7.327,1,0.0312,0.187,1.47e-05,0.102,0.275,126.015,4,285560,False,G,major,G major,"[""you should've been there should've burst through the door with that baby i'm right here smile and it would've felt like a million little shining stars had just aligned and i would've been so happy   christmas lights glisten i've got my eye on the door just waiting for you to walk in but the time is ticking people ask me how i've been as i comb back through my memory how you said you'd be here you said you'd be here   and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they're all laughing as i'm looking around the room but there was one thing missing and that was the moment i knew   and the hours pass by now i just wanna be alone but your close friends always seem to know when there's something really wrong so they follow me down the hall and there in the bathroom i try not to fall apart and the sinking feeling starts as i say hopelessly he said he'd be here   and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they're all laughing and asking me about you but there was one thing missing missing and that was the moment i knew   what do you say when tears are streaming down your face in front of everyone you know and what do you do when the one who means the most to you is the one who didn't show  breakdown you should've been here and i would've been so happy   and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they're all standing around me singing happy birthday to you but there was one thing missing and that was the moment i knew ohohohohohohoh i knew ohohohohohohoh   you called me later and said i'm sorry i didn't make it and i said i'm sorry too and that was the moment i knew""]",2.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0
105,Red,Treacherous (Original Demo Recording),Taylor Swift,,0.828,0.64,2,-8.248,1,0.0355,0.175,6.14e-05,0.0996,0.519,109.993,4,239720,False,D,major,D major,['put your lips close to mine as long as they dont touch out of focus eye to eye till the gravitys too much and ill do anything you say if you say it with your hands and id be smart to walk away but youre quicksand   this slope is treacherous this path is reckless this slope is treacherous and i i i like it   i cant decide if its a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but youre friction   this slope is treacherous this path is reckless this slope is treacherous i i i like it   two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home ill follow you follow you home   this hope is treacherous this daydream is dangerous this hope is treacherous i i i i i i i i i  breakdown two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home ill follow you follow you home ill follow you follow you home ill follow you follow you home ill follow you follow you home   this slope is treacherous i i i like it'],2.0,2.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0
106,Red,Red (Original Demo Recording),Taylor Swift,,0.678,0.902,1,-4.659,0,0.0358,0.113,0.000235,0.0722,0.637,124.998,4,226280,False,C#,minor,C# minor,"[""loving him is like driving a new maserati down a dead end street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once you're already flying through the freefall like the colors in autumn so bright just before they lose it all   losing him was blue like i'd never known missing him was dark grey all alone forgetting him was like trying to know somebody you've never met but loving him was red loving him was red   touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing there's no right answer regretting him was like wishing you never found out that love could be that strong   losing him was blue like i'd never known missing him was dark grey all alone forgetting him was like trying to know somebody you've never met but loving him was red oh red burning red   remembering him comes in flashbacks and echoes tell myself it's time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red burning it was red   losing him was blue like i'd never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met 'cause loving him was red yeah yeah red we're burning red  breakdown and that's why he's spinning 'round in my head burning red burning red   his love was like driving a new maserati down a dead end street""]",11.0,2.0,2.0,5.0,2.0,2.0,5.0,9.0,6.0,2.0,0.0
139,1989,Blank Space,Taylor Swift,,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4,231827,False,F,major,F major,"[""nice to meet you where you been i could show you incredible things magic madness heaven sin saw you there and i thought oh my god look at that face you look like my next mistake love's a game wanna play ayy   new money suit and tie i can read you like a magazine ain't it funny rumors fly and i know you heard about me so hey let's be friends i'm dyin' to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   cherry lips crystal skies i could show you incredible things stolen kisses pretty lies you're the king baby i'm your queen find out what you want be that girl for a month wait the worst is yet to come oh no  4 screaming crying perfect storms i can make all the tables turn rose garden filled with thorns keep you second guessin' like oh my god who is she i get drunk on jealousy but you'll come back each time you leave 'cause darling i'm a nightmare dressed like a daydream   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   boys only want love if it's torture don't say i didn't say i didn't warn ya boys only want love if it's torture don't say i didn't say i didn't warn ya   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name""]",13.0,9.0,10.0,8.0,15.0,8.0,9.0,8.0,10.0,1.0,4.0
140,1989,Style,Taylor Swift,,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4,231000,False,G,major,G major,"[""midnight you come and pick me up no headlights long drive could end in burning flames or paradise fade into view oh it's been a while since i have even heard from you heard from you and i should just tell you to leave 'cause i know exactly where it leads but i watch us go 'round and 'round each time   you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go out of style   so it goes he can't keep his wild eyes on the road mmm takes me home the lights are off he's taking off his coat mmm yeah i say i heard oh that you've been out and about with some other girl some other girl he says what you heard is true but i can't stop thinking 'bout you and i i said i've been there too a few times   'cause you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go we never go we never go out of style   take me home just take me home yeah just take me home ohoh whoaoh oh out of style   oh you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down and when we go we come back every time 'cause we never go out of style we never go out of style""]",2.0,3.0,4.0,7.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0
143,1989,Shake It Off,Taylor Swift,,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,4,219200,False,G,major,G major,"[""i stay out too late got nothing in my brain that's what people say mmm mmm that's what people say mmm mmm i go on too many dates but i can't make them stay at least that's what people say mmm mmm that's what people say mmm mmm  pre  but i keep cruisin' can't stop won't stop movin' it's like i got this music in my mind sayin' it's gonna be alright   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off   i never miss a beat i'm lightning on my feet and that's what they dont see mmm mmm that's what they dont see mmm mmm i'm dancin' on my own dancin' on my own i make the moves up as i go moves up as i go and that's what they don't know mmm mmm thats what they dont know mmm mmm  pre  but i keep cruisin' can't stop won't stop groovin' it's like i got this music in my mind sayin' it's gonna be alright   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  post shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off  interlude hey hey hey just think while you've been gettin' down and out about the liars and the dirty dirty cheats of the world you could've been getting down to this sick beat   my exman brought his new girlfriend she's like oh my god but i'm just gonna shake and to the fella over there with the hella good hair won't you come on over baby we can shake shake shake yeah oh oh oh   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate haters gonna hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break mmhm and the fakers gonna fake fake fake fake fake and fake and fake and fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  post shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off yeah shake it off i shake it off i i i shake it off i shake it off you got to i i i shake it off i shake it off i i i shake it off i shake it off  video directed by mark romanek""]",38.0,2.0,1.0,7.0,4.0,0.0,7.0,0.0,1.0,2.0,16.0
144,1989,I Wish You Would,Taylor Swift,,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,4,207440,False,C,major,C major,"[""it's am in your car windows down you pass my street the memories start you say it's in the past you drive straight ahead you're thinking that i hate you now 'cause you still don't know what i never said    i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would   it's am in my room headlights pass the window pane i think of you we're a crooked love in a straight line down makes you want to run and hide but it makes you turn right back around    i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would i wish we could go back and remember what we were fighting for and i wish you knew that i miss you too much to be mad anymore and i wish you were right here right now it's all good i wish you would  post i i i i i i wish i wish i i i i i i i wish i wish i i i i i i i wish i wish i   you always knew how to push my buttons you give me everything and nothing this mad mad love makes you come running to stand back where you stood i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish i wish i   am here we are see your face hear my voice in the dark we're a crooked love in a straight line down makes you wanna run and hide but it made us turn right back around    i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would i wish we could go back and remember what we were fighting for and i wish you knew that i miss you too much to be mad anymore and i wish you were right here right now it's all good i wish you would   i i i i i i wish i wish i you always knew how to push my buttons you give me everything and nothing this mad mad love makes you come running to stand back where you stood i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i i i i i i wish i wish i i i i i i i wish i wish i i i i i i i wish i wish i i wish you would""]",10.0,66.0,6.0,0.0,2.0,4.0,0.0,4.0,0.0,6.0,7.0
145,1989,Bad Blood,Taylor Swift,,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,4,211933,False,G,major,G major,"[""cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   did you have to do this i was thinking that you could be trusted did you have to ruin what was shiny now it's all rusted did you have to hit me where i'm weak baby i couldn't breathe and rub it in so deep salt in the wound like you're laughing right at me  pre oh it's so sad to think about the good times you and i   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   did you think we'd be fine still got scars in my back from your knives so don't think it's in the past these kinds of wounds they last and they last now did you think it all through all these things will catch up to you and time can heal but this won't so if you're coming my way just don't  pre oh it's so sad to think about the good times you and i   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts if you love like that blood runs cold   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey""]",25.0,6.0,6.0,16.0,2.0,6.0,16.0,6.0,17.0,27.0,20.0
146,1989,Wildest Dreams,Taylor Swift,,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,4,220440,False,G#,major,G# major,"[""he said let's get out of this town drive out of this city away from the crowds i thought heaven can't help me now nothing lasts forever but this is gonna take me down  pre  he's so tall and handsome as hell he's so bad but he does it so well i can see the end as it begins my one condition is   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ahaah haa wildest dreams ahaah haa   i said no one has to know what we do his hands are in my hair his clothes are in my room and his voice is a familiar sound nothing lasts forever but this is gettin' good now  pre  he's so tall and handsome as hell he's so bad but he does it so well and when we've had our very last kiss my last request it is   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ahaah haa ahaah haa wildest dreams ahaah haa   you'll see me in hindsight tangled up with you all night burnin' it down someday when you leave me i'd bet these memories follow you around you'll see me in hindsight tangled up with you all night burning burning it it down down someday when you leave me i'll bet these memories follow follow you you around around follow you around  breakdown say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just pretend   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your pretend just pretend wildest dreams ahaah ha ahaahaahaahaahhafhaa in your wildest dreams ahaah haa even if it's just in your wildest dreams ahaah haa in your wildest dreams ahaah haa""]",4.0,0.0,4.0,0.0,10.0,0.0,2.0,1.0,4.0,2.0,2.0
148,1989,This Love,Taylor Swift,,0.481,0.435,4,-8.795,1,0.0321,0.678,0.0,0.0928,0.107,143.95,4,250093,False,E,major,E major,"[""clear blue water high tide came and brought you in and i could go on and on on and on and i will skies grew darker currents swept you out again and you were just gone and gone gone and gone  pre  in silent screams and wildest dreams i never dreamed of this    this love is good this love is bad this love is alive back from the dead ohoh oh these hands had to let it go free and this love came back to me ohoh oh ohoh oh ohoh oh   tossing turning struggled through the night with someone new and i could go on and on on and on lantern burning flickered in my mind only you but you were still gone gone gone  pre  been losing grip on sinking ships you showed up just in time    this love is good this love is bad this love is alive back from the dead ohoh oh these hands had to let it go free and this love came back to me ohoh oh this love left a permanent mark this love is glowing in the dark ohoh oh these hands had to let it go free and this love came back to me ohoh oh  post this love this love this love this love oh this love this love this love this love oh this love this love this love this love oh this love this love this love this love oh   your kiss my cheek i watched you leave your smile my ghost i fell to my knees when you're young you just run but you come back to what you need    this love is good this love is bad this love is alive back from the dead ohoh oh these hands had to let it go free and this love came back to me ohoh oh this love this love left a permanent mark this love this love is glowing in the dark ohoh oh this love these hands had to let it go free and this love this love came back to me ohoh oh  post this love this love this love this love oh this love this love this love this love oh this love this love this love this love this love this love came back to me ohoh oh""]",7.0,55.0,52.0,1.0,0.0,52.0,1.0,53.0,4.0,6.0,3.0
149,1989,I Know Places,Taylor Swift,,0.602,0.755,0,-4.991,1,0.071,0.245,0.0,0.178,0.495,159.965,4,195707,False,C,major,C major,"[""recorder click i i i i i i i ii i i i i i i i ii i i i i i i i ii i i i i   you stand with your hand on my waistline it's a scene and we're out here in plain sight i can hear them whisper as we pass by it's a bad sign bad sign something happens when everybody finds out see the vultures circling dark clouds love's a fragile little flame it could burn out it could burn out  pre  'cause they got the cages they got the boxes and guns they are the hunters we are the foxes and we run   baby i know places we won't be found and they'll be chasing their tails trying to track us down 'cause i i know places we can hide i know places i know places   lights flash and we'll run for the fences let them say what they want we won't hear it loose lips sink ships all the damn time not this time  pre  just grab my hand and don't ever drop it my love they are the hunters we are the foxes and we run   baby i know places we won't be found and they'll be chasing their tails trying to track us down 'cause i i know places we can hide i know places   they are the hunters we are the foxes and we run just grab my hand and don't ever drop it my love   baby i know places we won't be found and they'll be chasing their tails trying to track us down 'cause i i know places we can hide i know places   they take their shots but we're bulletproof i know places and you know for me it's always you i know places in the dead of night your eyes so green i know places and i know for you it's always me i know places i i i i i i i ii i i i i i i i ii recorder click""]",4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
150,1989,Clean,Taylor Swift,,0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97,4,271000,False,E,major,E major,"[""the drought was the very worst ohoh ohoh when the flowers that we'd grown together died of thirst it was months and months of back and forth ohoh ohoh you're still all over me like a winestained dress i can't wear anymore  pre  hung my head as i lost the war and the sky turned black like a perfect storm   rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean oh oh oh oh   there was nothing left to do ohoh ohoh when the butterflies turned to dust that covered my whole room so i punched a hole in the roof ohoh ohoh let the flood carry away all my pictures of you  pre  the water filled my lungs i screamed so loud but no one heard a thing   rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean oh oh oh oh i think i am finally clean oh oh oh oh oh oh ohoh said i think i am finally clean oh oh oh oh oh oh ohoh   ten months sober i must admit just because you're clean don't mean you don't miss it ten months older i won't give in now that i'm clean i'm never gonna risk it  breakdown the drought was the very worst ohoh ohoh when the flowers that we'd grown together died of thirst oh   the rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean   oh oh finally clean think i'm finally clean oh oh ohoh ohoh oh oh oh think i'm finally clean""]",4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
151,1989,Wonderland,Taylor Swift,,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,4,245560,False,D#,major,D# major,"[""flashing lights and we took a wrong turn and we fell down a rabbit hole you held on tight to me 'cause nothing's as it seems and spinning out of control  pre  didn't they tell us don't rush into things didn't you flash your green eyes at me haven't you heard what becomes of curious minds ooh didn't it all seem new and exciting i felt your arms twistin' around me i should have slept with one eye open at night   we found wonderland you and i got lost in it and we pretended it could last forever ey ey we found wonderland you and i got lost in it and life was never worse but never better ey ey ey ey ey ey ey in wonderland ey ey ey ey ey in wonderland ey ey ey ey ey in wonderland ey ey ey ey ey in wonderland   so we went on our way too in love to think straight all alone or so it seemed but there were strangers watching and whispers turned to talking and talking turned to screams oh  pre  didn't they tell us don't rush into things didn't you flash your green eyes at me didn't you calm my fears with a cheshire cat smile ooh didn't it all seem new and exciting i felt your arms twistin' around me it's all fun and games 'til somebody loses their mind but darlin'   we found wonderland you and i got lost in it and we pretended it could last forever ey ey we found wonderland you and i got lost in it and life was never worse but never better ey ey ey ey ey ey ey in wonderland ey ey ey ey ey in wonderland ey ey ey ey ey in wonderland ey ey ey ey ey whoa in wonderland   i reached for you but you were gone i knew i had to go back home you searched the world for something else to make you feel like what we had and in the end in wonderland we both went mad oh   we found wonderland you and i got lost in it and we pretended it could last forever last forever ey ey we found wonderland you and i got lost in it got lost in it and life was never worse but never better never better ey ey ey ey ey ey ey we found wonderland you and i got lost in it ey ey ey ey ey and we pretended it could last forever in wonderland ey ey ey ey ey we found wonderland you and i got lost in it ey ey ey ey ey and life was never worse but never better in wonderland""]",16.0,6.0,2.0,1.0,4.0,9.0,1.0,2.0,1.0,2.0,5.0
153,1989,New Romantics,Taylor Swift,,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,4,230467,False,F,major,F major,"[""we're all bored we're all so tired of everything we wait for trains that just aren't coming we show off our different scarlet letters trust me mine is better we're so young but we're on the road to ruin we play dumb but we know exactly what we're doing we cry tears of mascara in the bathroom honey life is just a classroom ah ah ah ah ah ah   'cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle but every night with us is like a dream baby we're the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing to get knocked off our feet baby we're the new romantics the best people in life are free   we're all here the lights and boys are blinding we hang back it's all in the timing it's poker he can't see it in my face but i'm about to play my ace ahh we need love but all we want is danger we team up then switch sides like a record changer the rumors are terrible and cruel but honey most of them are true ah ah ah ah ah ah   'cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle but every night with us is like a dream baby we're the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing yeah to get knocked off our feet baby we're the new romantics the best people in life are free  post oh oh ohoh oh ohoh oh oh ohoh oh so come on come along with me oh oh ohoh oh the best people in life are free oh oh ohoh oh   please take my hand and please take me dancing and please leave me stranded it's so romantic it's so romantic ah ah ah ah ah ah  breakdown oh 'cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle ohoh but every night with us is like a dream   'cause baby i could build a castle castle out of all the bricks they threw at me and every day is like a battle but every night with us is like a dream baby we're the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing to get knocked off our feet baby we're the new romantics the best people in life are free""]",2.0,3.0,6.0,11.0,0.0,2.0,15.0,1.0,1.0,0.0,2.0
158,reputation,End Game,Taylor Swift,"Ed Sheeran, Future",0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,4,244827,False,D,major,D major,"[""taylor swift  future i wanna be your end game i wanna be your first string i wanna be your ateam whoa whoa whoa i wanna be your end game end game  post taylor swift  future big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies yeah big reputation big reputation ooh you and me would be a big conversation ah git git and i heard about you ooh yeah you like the bad ones too   future you so dope don't overdose im so stoked i need a toast we do the most i'm in the ghost like i'm whippin a boat i got a reputation girl that don't precede me yeah i'm one call away whenever you need me yeah i'm in a g5 yeah come to the aside yeah i got a bad boy persona that's what they like what they like you love it i love it too 'cause you my type you my type you hold me down and i protect you with my life  pre taylor swift  future i don't wanna touch you i don't wanna be just another exlove you dont wanna see i dont wanna miss you i don't wanna miss you like the other girls do i dont wanna hurt you i just wanna be drinking on a beach with you all over me i know what they all say i know what they all say but i ain't tryna play   taylor swift i wanna be your end game end game i wanna be your first string first string i wanna be your ateam ateam i wanna be your end game end game   ed sheeran knew her when i was young reconnected when we were little bit older both sprung i got issues and chips on both of my shoulders reputation precedes me in rumors i'm kneedeep the truth is it's easier to ignore it believe me even when wed argue we'd not do it for long and you understand the good and bad end up in the song for all your beautiful traits and the way you do it with ease for all my flaws paranoia and insecurities i've made mistakes and made some choices that's hard to deny after the storm something was born on the 4th of july i've passed days without fun this end game is the one with four words on the tip of my tongue i'll never say it  pre taylor swift i don't wanna touch you i don't wanna be just another exlove you don't wanna see i don't wanna miss you i don't wanna miss you like the other girls do i don't wanna hurt you i just wanna be drinking on a beach with you all over me i know what they all say yeah but i ain't tryna play   taylor swift i wanna be your end game end game i wanna be your first string wanna be your first string i wanna be your ateam ateam i wanna be your end game end game  post taylor swift  future big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies hey big reputation big reputation ooh you and me would be a big conversation ah and i heard about you ooh you like the bad ones too   taylor swift i hit you like bang we tried to forget it but we just couldn't and i bury hatchets but i keep maps of where i put 'em reputation precedes me they told you i'm crazy i swear i don't love the drama it loves me and i can't let you go your hand prints on my soul it's like your eyes are liquor it's like your body is gold you've been calling my bluff on all my usual tricks so here's the truth from my red lips   taylor swift future  ed sheeran i wanna be your end game end game i wanna be your first string me and you first string i wanna be your ateam be your ateam now ateam i wanna be your end game end game i wanna be your end game oh i do i wanna be your first string first string i wanna be your ateam ateam i wanna be your end game end game""]",10.0,4.0,8.0,5.0,10.0,10.0,0.0,3.0,7.0,7.0,5.0
159,reputation,I Did Something Bad,Taylor Swift,,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,4,238253,False,C,minor,C minor,"[""i never trust a narcissist but they love me so i play 'em like a violin and i make it look ohsoeasy 'cause for every lie i tell them they tell me three this is how the world works now all he thinks about is me  pre  i can feel the flames on my skin crimson red paint on my lips if a man talks shit then i owe him nothing i don't regret it one bit 'cause he had it coming   they say i did something bad then why's it feel so good they say i did something bad but why's it feel so good most fun i ever had and i'd do it over and over and over again if i could it just felt so good good  hook radidididididididididada radidididididididididada radidididididididididada dada dada   i never trust a playboy but they love me so i fly 'em all around the world and i let them think they saved me they never see it comin' what i do next this is how the world works you gotta leave before you get left  pre  i can feel the flames on my skin he says don't throw away a good thing but if he drops my name then i owe him nothin' and if he spends my change then he had it comin'   they say i did something bad oh then why's it feel so good they say i did something bad but why's it feel so good most fun i ever had and i'd do it over and over and over again if i could it just felt so good good  post radidididididididididada radidididididididididada it just felt so good radidididididididididada dada dada   they're burning all the witches even if you aren't one they got their pitchforks and proof their receipts and reasons they're burning all the witches even if you aren't one so light me up light me up light me up light me up light me up go ahead and light me up light me up light me up light me up light me up light me up light me up light me up light me up   they say i did something bad oh then why's it feel so good so good they say i did something bad but why's it feel so good good most fun i ever had most fun i ever had and i'd do it over and over and over again if i could it just felt so good good good  post radidididididididididada radidididididididididada radidididididididididada dada dada   oh you say i did something bad you say i did something bad why's it feel so good good so bad why's it feel so good why's it feel why's it feel so good bad it just felt so good good""]",11.0,4.0,8.0,4.0,10.0,6.0,1.0,14.0,24.0,22.0,10.0
